EncuestaID,FechaEncuesta,HoraEncuesta,RangoEdad,Genero,Departamento,Municipio,Ocupacion,FrecuenciaConsumoSnacks,LugarCompraSnacks,ConQuienVePartidos,GastoSnacksPartido,SnacksSeleccionados,SaborPreferido,PresentacionPreferida,PrecioAdecuado,PagaMasEdicionMundial,PlaneaVerMundial2026,SeleccionApoya,CompraDisenoSeleccion,SeleccionInfluyeCompra,JugadoresInfluyentes,TipoPublicidadAtractiva,PromocionPreferida,CompraTarjetasColeccionables,CampaniaMasProbableCompra
657,2026-03-21,20:19:15,25 - 34 Años,Masculino,Guatemala,Santa Catarina Pinula,Estudiante,1 A 2 Veces Por Semana,Gasolinera,Familia,Q25 - Q50,CrunchMax BBQ; ChocoKick Bites,Picante Chapín,Para compartir entre 2 personas,Q16 - Q20,No,Sí,Uzbekistán,Definitivamente sí,Portugal,Kylian Mbappé; Lionel Messi; Lamine Yamal,Historias de aficionados,2x1,Sí,Edición con tarjetas coleccionables
658,2026-02-16,19:26:37,45 - 54 Años,Masculino,Chimaltenango,Tecpán Guatemala,Ama De Casa,3 A 5 Veces Por Semana,Aplicación de delivery,Familia,Q51 - Q100,FutbolMix; CrunchMax BBQ; Hot Stadium Peanuts,Barbacoa,Para compartir entre 2 personas,Q16 - Q20,No,Sí,España,Tal vez,Portugal,Lionel Messi,Premios y sorteos,Sorteo de balones,No,Edición Francia
659,2026-04-08,14:06:44,25 - 34 Años,Femenino,Quiché,,Comerciante,Todos Los Días,Tienda de barrio,Familia,Menos de Q25,Victory Pretzels,Barbacoa,Tamaño fiesta o reunión,Q10 - Q15,Sí,Sí,Portugal,Definitivamente sí,,Kylian Mbappé; Julián Álvarez,Un jugador famoso,Producto gratis,Sí,Edición Mundial FIFA 2026
660,2026-01-12,18:28:45,35 - 44 Años,Femenino,Guatemala,Guatemala,Estudiante,1 A 2 Veces Por Semana,Supermercado,Familia,Más de Q150,ChocoKick Bites; Gol Nachos Supreme; FutbolMix,Queso,Individual,Más de Q30,No,Sí,Francia,Definitivamente sí,Argentina,Rodri; Cristiano Ronaldo,Humor,Tarjetas coleccionables,No,Edición con jugadores famosos
661,2026-03-01,14:13:26,45 - 54 Años,Femenino,Zacapa,Cabecera municipal,Empleado Privado,3 A 5 Veces Por Semana,Supermercado,Familia,Q51 - Q100,Caramel Goal Popcorn; Fan Chips Jalapeño, LIMÓN ,Familiar,Menos de Q10,Sí,Sí,México,Definitivamente no,Argentina,Kylian Mbappé; Vinícius Júnior; Cristiano Ronaldo,Historias de aficionados,Descuento directo,No,Edición Mundial FIFA 2026
662,2026-03-04,21:35:11,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Estudiante,Rara Vez,Tienda de barrio,Amigos,Más de Q150,Fan Chips Jalapeño; Hot Stadium Peanuts; CrunchMax BBQ,Jalapeño,Familiar,Q21 - Q30,Sí,Sí,Inglaterra,Probablemente no,Inglaterra,Jude Bellingham,Premios y sorteos,Descuento directo,No,Edición Mundial FIFA 2026
663,2026-02-13,10:58:19,25 - 34 Años,Masculino,Chimaltenango,Chimaltenango,Estudiante,Varias Veces Al Mes,Tienda de barrio,Amigos,Q51 - Q100,Gol Nachos Supreme,Picante Chapín,Para compartir entre 2 personas,Q21 - Q30,Sí,Sí,Uruguay,Definitivamente sí,Uruguay,Neymar Jr.,Un jugador famoso,2x1,No,Edición con jugadores famosos
664,2026-04-27,09:39:42,35 - 44 Años,Masculino,Sacatepéquez,Antigua Guatemala,Jubilado,Varias Veces Al Mes,Supermercado,Amigos,Q25 - Q50,FutbolMix; Mundialitos Queso Picante; Fan Chips Jalapeño,,Familiar,Menos de Q10,Sí,Sí,Colombia,Probablemente sí,Portugal,Alphonso Davies; Neymar Jr.; Julián Álvarez,Premios y sorteos,Tarjetas coleccionables,Sí,Edición Brasil
665,2026-03-28,20:40:00,25 - 34 Años,Masculino,Chimaltenango,Tecpán Guatemala,Empresario,Todos Los Días,Gasolinera,Familia,Q25 - Q50,Gol Nachos Supreme; ChocoKick Bites,Barbacoa,Individual,Q10 - Q15,Sí,Sí,Brasil,Tal vez,Francia,Cristiano Ronaldo; Jude Bellingham,Un jugador famoso,Descuento directo,Sí,Edición con jugadores famosos
666,2026-03-26,22:53:01,Menos De 18 Años,Femenino,Guatemala,Mixco,Comerciante,Todos Los Días,Supermercado,Solo,Q25 - Q50,FutbolMix; Gol Nachos Supreme,Chocolate,Individual,Q21 - Q30,Sí,Sí,Portugal,Probablemente no,Brasil,Lionel Messi,Premios y sorteos,Sorteo de balones,Sí,Edición Francia
667,2026-01-10,13:48:40,35 - 44 Años,Femenino,Chimaltenango, PATZÚN ,Empleado Privado,Todos Los Días,Supermercado,Familia,Q101 - Q150,Hot Stadium Peanuts; Mundialitos Queso Picante; CrunchMax BBQ,Jalapeño,Familiar,Q21 - Q30,Sí,Sí,Curaçao,Definitivamente sí,Portugal,Ninguno,Historias de aficionados,Producto gratis,No,Edición Brasil
668,2026-03-27,17:01:02,35 - 44 Años,Masculino,Baja Verapaz,Baja Verapaz,Empleado Privado,3 A 5 Veces Por Semana,Kiosco escolar/universitario,Compañeros de trabajo,Q51 - Q100,ChocoKick Bites,Barbacoa,Para compartir entre 2 personas,Q21 - Q30,Sí,Sí,España,Probablemente sí,España,Federico Valverde; Cristiano Ronaldo,Premios y sorteos,Descuento directo,Sí,Edición con tarjetas coleccionables
669,2026-04-11,09:23:49,35 - 44 Años,Prefiero No Indicarlo,Guatemala,San Miguel Petapa,Empresario,1 A 2 Veces Por Semana,Supermercado,Amigos,Q101 - Q150,Energy Crunch Protein; ChocoKick Bites,Barbacoa,Familiar,Q16 - Q20,Sí,Sí,Argentina,Probablemente sí,Brasil,Kylian Mbappé; Julián Álvarez,Una selección nacional,Sorteo de viajes,No,Edición Argentina
670,2026-01-23,14:02:40,18 - 24 Años,Masculino,Guatemala,Guatemala,Estudiante,1 A 2 Veces Por Semana,Gasolinera,Otro,Q25 - Q50,FutbolMix; Mundialitos Queso Picante; Victory Pretzels,Caramelo,Individual,Q16 - Q20,Sí,Sí,México,Probablemente sí,Portugal,Lamine Yamal,Una selección nacional,Sorteo de balones,Sí,Edición con jugadores famosos
671,2026-03-10,21:28:05,18 - 24 Años,Masculino,Chimaltenango,Patzún,Empleado Público,Todos Los Días,Gasolinera,Solo,Q51 - Q100,FutbolMix,Queso,Para compartir entre 2 personas,Q21 - Q30,Sí,Sí,Brasil,Tal vez,México,Rodri; Federico Valverde; Neymar Jr.,Premios y sorteos,Descuento directo,Sí,Edición Brasil
672,2026-03-01,17:47:44,25 - 34 Años,Femenino,Alta Verapaz,Alta Verapaz,Empleado Privado,Todos Los Días,Kiosco escolar/universitario,Amigos,Q51 - Q100,CrunchMax BBQ; Caramel Goal Popcorn; Hot Stadium Peanuts,Dulce,Familiar,Q10 - Q15,No,Sí,Argentina,Definitivamente sí, ARGENTINA ,Rodri; Jude Bellingham,Historias de aficionados,Producto gratis,Sí,Edición Argentina
673,2026-01-14,14:31:05,35 - 44 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado,Varias Veces Al Mes,Gasolinera,Compañeros de trabajo,Q25 - Q50,Fan Chips Jalapeño,Barbacoa,Tamaño fiesta o reunión,Menos de Q10,Sí,Sí,Francia,Tal vez,Portugal,Neymar Jr.,Un jugador famoso,Producto gratis,Sí,Edición con tarjetas coleccionables
674,2026-02-09,18:11:30,25 - 34 Años,Masculino,El Progreso,El Progreso,Otro,1 A 2 Veces Por Semana,Tienda de barrio,Familia,Menos de Q25,Gol Nachos Supreme; Hot Stadium Peanuts,Picante Chapín,Individual,Q10 - Q15,No,No,Alemania,Tal vez,Argentina,Ninguno,Premios y sorteos,Tarjetas coleccionables,No,Edición Inglaterra
675,2026-03-28,22:21:52,25 - 34 Años,Femenino,Escuintla,Palín,Estudiante,3 A 5 Veces Por Semana,Tienda de barrio,Otro,Q101 - Q150,FutbolMix,Limón,Para compartir entre 2 personas,Más de Q30,Sí,Sí,Argentina,Definitivamente sí,Brasil,Lamine Yamal; Lionel Messi; Cristiano Ronaldo,Un jugador famoso,Descuento directo,Sí,Edición con jugadores famosos
676,2026-04-21,22:31:16,45 - 54 Años,Masculino,Retalhuleu,Retalhuleu,Empleado Privado,3 A 5 Veces Por Semana,Tienda de barrio,Familia,Menos de Q25,Fan Chips Jalapeño; Caramel Goal Popcorn,Barbacoa,Familiar,Q10 - Q15,No,Sí,España,Probablemente sí,Argentina,Lionel Messi; Cristiano Ronaldo,Un jugador famoso,Tarjetas coleccionables,Sí,Edición Argentina
677,2026-02-05,08:52:34,55 Años O Más,Femenino,Suchitepéquez,Cabecera municipal,Empleado Privado,Varias Veces Al Mes,Supermercado,Solo,Q25 - Q50,Caramel Goal Popcorn,Barbacoa,Tamaño fiesta o reunión,Q10 - Q15,Sí,Sí,Argentina,Tal vez,México,Cristiano Ronaldo; Jude Bellingham,Humor,2x1,Sí,Edición España
678,2026-01-29,10:48:22,45 - 54 Años,Femenino,Guatemala,Santa Catarina Pinula,Ama De Casa,3 A 5 Veces Por Semana,Supermercado,Familia,Q25 - Q50,Fan Chips Jalapeño; Mundialitos Queso Picante,Queso,Tamaño fiesta o reunión,Q16 - Q20,Sí,Sí,Inglaterra,Probablemente no,Argentina,Christian Pulisic,Historias de aficionados,2x1,Sí,Edición Argentina
679,2026-04-04,22:43:33,Menos De 18 Años,Masculino,Sacatepéquez,Ciudad Vieja,,1 A 2 Veces Por Semana,Kiosco escolar/universitario,Amigos,Q51 - Q100,CrunchMax BBQ,Queso,Para compartir entre 2 personas,Q10 - Q15,Sí,Sí,Portugal,Definitivamente sí,Colombia,Cristiano Ronaldo; Vinícius Júnior,Premios y sorteos,2x1,Sí,Edición Argentina
680,2026-02-28,11:25:37,55 Años O Más,Masculino,Escuintla,Palín,Ama De Casa,3 A 5 Veces Por Semana,Tienda de barrio,Familia,Q25 - Q50,ChocoKick Bites,Barbacoa,Individual,Q21 - Q30,No,Sí,Francia,Probablemente sí,España,Rodri; Federico Valverde; Lionel Messi,Premios y sorteos,Sorteo de camisetas,No,Edición Brasil
681,2026-02-23,19:37:18,18 - 24 Años,Masculino,Retalhuleu,Retalhuleu,Otro,3 A 5 Veces Por Semana,Supermercado,Familia,Q101 - Q150,Mundialitos Queso Picante; Gol Nachos Supreme; CrunchMax BBQ,Picante Chapín,Familiar,Q16 - Q20,No,Sí,España,Definitivamente sí,Brasil,Neymar Jr.; Lionel Messi,Historias de aficionados,Descuento directo,Sí,Edición Mundial FIFA 2026
682,2026-04-10,16:56:54,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Empleado Privado,Todos Los Días,Tienda de barrio,Amigos,Menos de Q25,Fan Chips Jalapeño,Picante Chapín,Individual,Q16 - Q20,Sí,Sí,Portugal,Probablemente sí,Argentina,Ninguno,Premios y sorteos,Descuento directo,Sí,Edición con tarjetas coleccionables
683,2026-02-13,15:15:20,35 - 44 Años,Femenino,Sololá,Cabecera municipal,Empleado Privado,3 A 5 Veces Por Semana,Aplicación de delivery,Amigos,Q25 - Q50,FutbolMix; Caramel Goal Popcorn; Mundialitos Queso Picante,Limón,Para compartir entre 2 personas,Q21 - Q30,Sí,Sí,Inglaterra,Probablemente no,Brasil,Neymar Jr.; Lionel Messi,Una selección nacional,Tarjetas coleccionables,No,Edición Argentina
684,2026-02-10,07:53:26,18 - 24 Años,Femenino,Suchitepéquez,Otro municipio,Empleado Privado,3 A 5 Veces Por Semana,Supermercado,Familia,Q25 - Q50,Mundialitos Queso Picante; Victory Pretzels; Hot Stadium Peanuts,Barbacoa,Para compartir entre 2 personas,Q10 - Q15,No,Sí,Argentina,Probablemente sí,España,Kylian Mbappé,Un jugador famoso,Descuento directo,Sí,Edición Mundial FIFA 2026
685,2026-05-02,21:45:28,35 - 44 Años,Femenino,Jutiapa,Otro municipio,Jubilado,1 A 2 Veces Por Semana,Aplicación de delivery,Otro,Q51 - Q100,FutbolMix; Mundialitos Queso Picante,Barbacoa,Familiar,Q21 - Q30,No,Sí,Portugal,Probablemente sí,Francia,Lamine Yamal,Un jugador famoso,Descuento directo,Sí,Edición Inglaterra
686,2026-03-10,11:06:24,25 - 34 Años,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Empleado Privado,Todos Los Días,Gasolinera,Familia,Q25 - Q50,Hot Stadium Peanuts; CrunchMax BBQ,Queso,Individual,Q16 - Q20,Sí,Sí,México,Probablemente sí,Brasil,Cristiano Ronaldo; Vinícius Júnior; Neymar Jr.,Un jugador famoso,Tarjetas coleccionables,Sí,Edición Mundial FIFA 2026
687,2026-05-05,16:38:16,25 - 34 Años,Masculino,Sacatepéquez,Jocotenango,Otro,1 A 2 Veces Por Semana,Kiosco escolar/universitario,Otro,Más de Q150,Gol Nachos Supreme,Jalapeño,Para compartir entre 2 personas,Q10 - Q15,Sí,No,México,Definitivamente sí,Brasil,Lamine Yamal,Historias de aficionados,Sorteo de camisetas,No,Edición con jugadores famosos
688,2026-05-09,07:00:03,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Estudiante,1 A 2 Veces Por Semana,Aplicación de delivery,Amigos,Menos de Q25,CrunchMax BBQ; Energy Crunch Protein,Salado Tradicional,Para compartir entre 2 personas,Q10 - Q15,Sí,Sí,México,Tal vez,Argentina,Christian Pulisic; Jude Bellingham,Una selección nacional,Descuento directo,Sí,Edición con tarjetas coleccionables
689,2026-02-25,09:55:43,18 - 24 Años,Femenino,Suchitepéquez,Cabecera municipal,Profesional Independiente,1 A 2 Veces Por Semana,Tienda de barrio,Familia,Menos de Q25,ChocoKick Bites,Queso,Para compartir entre 2 personas,Q21 - Q30,Sí,Sí,Francia,Tal vez,Suiza,Neymar Jr.,Un jugador famoso,Descuento directo,Sí,Edición con tarjetas coleccionables
1961,2026-05-09,11:19:23,18 - 24 Años,Masculino,Guatemala,Guatemala,Empleado Privado,Varias Veces Al Mes,Tienda de barrio,Otro,Q25 - Q50,Caramel Goal Popcorn; Fan Chips Jalapeño,Queso,Para compartir entre 2 personas,Q21 - Q30,Sí,No,Brasil,Probablemente no,Estados Unidos,Julián Álvarez,Un jugador famoso,Tarjetas coleccionables,No,Edición España
691,2026-04-20,10:08:47,25 - 34 Años,Femenino,Huehuetenango,,Profesional Independiente,1 A 2 Veces Por Semana,Supermercado,Familia,Q101 - Q150,Hot Stadium Peanuts; Gol Nachos Supreme,Queso,Tamaño fiesta o reunión,Q10 - Q15,Sí,Sí,Argentina,Definitivamente sí,México,Lionel Messi; Christian Pulisic; Lamine Yamal,Una selección nacional,Sorteo de balones,Sí,Edición Brasil
692,2026-03-31,20:22:59,25 - 34 Años,Femenino,Sololá,Sololá,Empleado Privado,3 A 5 Veces Por Semana,Aplicación de delivery,Amigos,Q101 - Q150,CrunchMax BBQ,Dulce,Individual,Q10 - Q15,No,Sí,Estados Unidos,Probablemente sí,Alemania,Lamine Yamal; Kylian Mbappé,Un jugador famoso,Sorteo de viajes,No,Edición España
693,2026-04-28,10:22:41,Menos De 18 Años,Femenino,Guatemala,Villa Nueva,Comerciante,Varias Veces Al Mes,Gasolinera,Amigos,Menos de Q25,FutbolMix; Mundialitos Queso Picante,Chocolate,Familiar,Q16 - Q20,No,Sí,Argentina,Definitivamente sí,Francia,Kylian Mbappé,Humor,Sorteo de viajes,Sí,Edición Argentina
694,2026-04-18,20:42:05,45 - 54 Años,Masculino,Guatemala,Villa Nueva,Empleado Privado,1 A 2 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,Mundialitos Queso Picante,Chocolate,Individual,Q21 - Q30,No,Sí,Argentina,Tal vez,Francia,Kylian Mbappé; Vinícius Júnior; Harry Kane,Una selección nacional,Sorteo de balones,Sí,Edición Mundial FIFA 2026
695,2026-04-01,07:38:53,Menos De 18 Años,Masculino,El Progreso,Cabecera municipal,Empresario,3 A 5 Veces Por Semana,Tienda de barrio,Amigos,Q25 - Q50,ChocoKick Bites; Mundialitos Queso Picante; Gol Nachos Supreme,Limón,Familiar,Q21 - Q30,No,Sí,Francia,Definitivamente sí,Francia,Cristiano Ronaldo; Vinícius Júnior,Una selección nacional,Producto gratis,Sí,Edición Brasil
696,2026-04-19,14:10:58,35 - 44 Años,Masculino,Guatemala,Mixco,Profesional Independiente,1 A 2 Veces Por Semana,Supermercado,Familia,Menos de Q25,Mundialitos Queso Picante,Chocolate,Para compartir entre 2 personas,Q16 - Q20,Sí,Sí,España,Probablemente sí,Uruguay,Cristiano Ronaldo,Un jugador famoso,Sorteo de camisetas,No,Edición Mundial FIFA 2026
697,2026-05-06,09:14:01,18 - 24 Años,Femenino,Santa Rosa,Cabecera municipal,Empleado Público,3 A 5 Veces Por Semana,Supermercado,Familia,Q101 - Q150,FutbolMix,Barbacoa,Individual,Q10 - Q15,No,Sí,Argentina,Definitivamente sí,Brasil,Neymar Jr.; Lionel Messi,Historias de aficionados,Producto gratis,Sí,Edición Inglaterra
698,2026-01-16,16:14:05,18 - 24 Años,Masculino,Chimaltenango,Patzún,Empleado Privado,Todos Los Días,Gasolinera,Amigos,Q25 - Q50,FutbolMix,Jalapeño,Para compartir entre 2 personas,Q21 - Q30,No,Sí, PORTUGAL ,Probablemente sí,Brasil,Cristiano Ronaldo; Kylian Mbappé,Una selección nacional,2x1,Sí,Edición Inglaterra
699,2026-01-17,07:19:34,18 - 24 Años,Masculino,Alta Verapaz,Cabecera municipal,Empleado Privado,Todos Los Días,Tienda de barrio,Amigos,Q51 - Q100,Gol Nachos Supreme; Victory Pretzels,Picante Chapín,Familiar,Q10 - Q15,Sí,Sí,Croacia,Definitivamente sí,Alemania,Julián Álvarez; Lionel Messi,Un jugador famoso,Descuento directo,No,Edición con tarjetas coleccionables
700,2026-02-06,14:06:25,35 - 44 Años,Femenino,Guatemala,Guatemala,Profesional Independiente,1 A 2 Veces Por Semana,Aplicación de delivery,Otro,Menos de Q25,Gol Nachos Supreme; Hot Stadium Peanuts,Barbacoa,Familiar,Q16 - Q20,No,No,México,Probablemente sí,Argentina,Lionel Messi,Un jugador famoso,Producto gratis,No,Edición con jugadores famosos
701,2026-03-12,14:57:18,45 - 54 Años,Masculino,Totonicapán,Otro municipio,Comerciante,3 A 5 Veces Por Semana,Otro,Familia,Q25 - Q50,CrunchMax BBQ,Limón,Familiar,Q16 - Q20,Sí,Sí,México,Tal vez,Brasil,Harry Kane,Una selección nacional,2x1,Sí,Edición Argentina
702,2026-02-09,21:07:24,25 - 34 Años,Femenino,Guatemala,Mixco,Empleado Privado,1 A 2 Veces Por Semana,Tienda de barrio,Amigos,Q25 - Q50,Hot Stadium Peanuts; ChocoKick Bites; Mundialitos Queso Picante,Queso,Individual,Q10 - Q15,Sí,Sí,Argentina,Definitivamente sí,Alemania,Cristiano Ronaldo,Una selección nacional,Sorteo de balones,Sí,Edición Francia
703,2026-03-09,16:17:12,18 - 24 Años,Masculino,Guatemala,San Miguel Petapa,Comerciante,3 A 5 Veces Por Semana,Tienda de barrio,Solo,Q101 - Q150,Mundialitos Queso Picante,Queso,Familiar,Q10 - Q15,No,Sí,México,Tal vez,Francia,Christian Pulisic; Vinícius Júnior,Humor,Producto gratis,Sí,Edición España
704,2026-01-28,19:02:29,25 - 34 Años,Femenino,Guatemala,Guatemala,Empleado Privado,1 A 2 Veces Por Semana,Gasolinera,Compañeros de trabajo,Q25 - Q50,Hot Stadium Peanuts; Gol Nachos Supreme,Picante Chapín,Tamaño fiesta o reunión,Q10 - Q15,Sí,Sí,Alemania,Definitivamente sí,Argentina,Cristiano Ronaldo,Humor,Producto gratis,No,Edición Mundial FIFA 2026
705,2026-03-01,20:19:19,18 - 24 Años,Masculino,Sacatepéquez,Ciudad Vieja,Empleado Privado,1 A 2 Veces Por Semana,Aplicación de delivery,Familia,Q101 - Q150,Caramel Goal Popcorn; Gol Nachos Supreme; Fan Chips Jalapeño,Picante Chapín,Individual,Q10 - Q15,No,No,Egipto,Probablemente sí,Francia,Julián Álvarez; Kylian Mbappé; Lionel Messi,Un jugador famoso,2x1,No,Edición con jugadores famosos
706,2026-04-02,17:56:57,45 - 54 Años,Masculino,Guatemala,Guatemala,Otro,Varias Veces Al Mes,Kiosco escolar/universitario,Familia,Menos de Q25,Gol Nachos Supreme,Jalapeño,Tamaño fiesta o reunión,Q21 - Q30,Sí,Sí,Argentina,Tal vez,Francia,Lionel Messi; Neymar Jr.,Historias de aficionados,Descuento directo,Sí,Edición Mundial FIFA 2026
707,2026-01-21,14:59:40,25 - 34 Años,Masculino,Guatemala,Guatemala,Ama De Casa,3 A 5 Veces Por Semana,Supermercado,Amigos,Más de Q150,Caramel Goal Popcorn; CrunchMax BBQ; Victory Pretzels,Queso,Tamaño fiesta o reunión,Q21 - Q30,Sí,No,Japón,Tal vez,México,Cristiano Ronaldo,Una selección nacional,2x1,Sí,Edición Argentina
708,2026-01-19,07:58:53,18 - 24 Años,Femenino,Guatemala,,Estudiante,Varias Veces Al Mes,Supermercado,Familia,Q25 - Q50,CrunchMax BBQ; Energy Crunch Protein; FutbolMix,Caramelo,Familiar,Q16 - Q20,No,Sí,México,Probablemente sí,Uruguay,Kylian Mbappé; Lamine Yamal,Una selección nacional,Descuento directo,No,Edición Brasil
709,2026-02-01,20:03:38,25 - 34 Años,Femenino,El Progreso,Cabecera municipal,Otro,Varias Veces Al Mes,Supermercado,Solo,Q51 - Q100,CrunchMax BBQ; Hot Stadium Peanuts,Jalapeño,Familiar,Menos de Q10,No,Sí,Argentina,Definitivamente sí,México,Cristiano Ronaldo; Jude Bellingham,Historias de aficionados,2x1,No,Edición Argentina
710,2026-01-28,21:17:27,25 - 34 Años,Femenino,Chimaltenango,Chimaltenango,Empleado Privado,3 A 5 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,Hot Stadium Peanuts; FutbolMix; Mundialitos Queso Picante, CARAMELO ,Familiar,Q21 - Q30,Sí,Sí,Argentina,Definitivamente sí,España,Kylian Mbappé; Neymar Jr.,Una selección nacional,Descuento directo,No,Edición Francia
711,2026-01-27,21:12:04,55 Años O Más,Femenino,Sacatepéquez,Antigua Guatemala,Profesional Independiente,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,FutbolMix; Energy Crunch Protein,Jalapeño,Familiar,Q21 - Q30,No,Sí,Portugal,Probablemente sí,Argentina,Christian Pulisic,Premios y sorteos,Sorteo de viajes,No,Edición Francia
712,2026-01-24,22:29:06,Menos De 18 Años,Femenino,Sacatepéquez,Antigua Guatemala,Empleado Privado,Varias Veces Al Mes,Kiosco escolar/universitario,Familia,Q25 - Q50,Mundialitos Queso Picante; ChocoKick Bites, BARBACOA ,Para compartir entre 2 personas,Menos de Q10,No,Sí,Argentina,Definitivamente no,Portugal,Lamine Yamal,Historias de aficionados,2x1,Sí,Edición Argentina
713,2026-01-21,11:01:38,35 - 44 Años,Masculino,Guatemala,San Miguel Petapa,Estudiante,3 A 5 Veces Por Semana,Tienda de barrio,Amigos,Q101 - Q150,ChocoKick Bites; Mundialitos Queso Picante; CrunchMax BBQ,Picante Chapín,Tamaño fiesta o reunión,Q16 - Q20,Sí,Sí,Brasil,Definitivamente sí,Brasil,Harry Kane; Rodri; Vinícius Júnior,Un jugador famoso,Tarjetas coleccionables,Sí,Edición Mundial FIFA 2026
714,2026-01-30,19:40:13,Menos De 18 Años,Masculino,Guatemala,Villa Nueva,,1 A 2 Veces Por Semana,Tienda de barrio,Amigos,Q25 - Q50,Fan Chips Jalapeño,Queso,Individual,Q21 - Q30,Sí,Sí,España,Probablemente sí,Congo DR,Kylian Mbappé,Humor,Descuento directo,Sí,Edición con jugadores famosos
715,2026-04-29,10:22:01,25 - 34 Años,Masculino,Escuintla,Palín,Estudiante,1 A 2 Veces Por Semana,Supermercado,Familia,Q51 - Q100,Mundialitos Queso Picante,Dulce,Familiar,Q16 - Q20,Sí,No,Brasil,Probablemente sí,Inglaterra,Neymar Jr.,Premios y sorteos,Descuento directo,Sí,Edición con jugadores famosos
716,2026-01-26,15:03:45,35 - 44 Años,Masculino,Escuintla,Escuintla,Comerciante,3 A 5 Veces Por Semana,Tienda de barrio,Compañeros de trabajo,Q25 - Q50,Caramel Goal Popcorn,Queso,Familiar,Q21 - Q30,Sí,Sí,España,Tal vez,México,Lionel Messi; Cristiano Ronaldo; Alphonso Davies,Premios y sorteos,Descuento directo,Sí,Edición Mundial FIFA 2026
717,2026-01-21,21:51:27,18 - 24 Años,Masculino,Petén,San Benito,Empleado Privado,Todos Los Días,Tienda de barrio,Amigos,Más de Q150,ChocoKick Bites,Jalapeño,Para compartir entre 2 personas,Q10 - Q15,Sí,Sí,Brasil,Definitivamente sí,Colombia,Jude Bellingham,Un jugador famoso,2x1,Sí,Edición Francia
718,2026-04-28,15:31:41,Menos De 18 Años,Femenino,Guatemala,San Miguel Petapa,Empresario,3 A 5 Veces Por Semana,Tienda de barrio,Solo,Q51 - Q100,Hot Stadium Peanuts; CrunchMax BBQ,Picante Chapín,Para compartir entre 2 personas,Q21 - Q30,Sí,Sí,Argentina,Probablemente sí,Estados Unidos,Alphonso Davies; Neymar Jr.,Humor,Descuento directo,Sí,Edición Argentina
719,2026-02-09,08:24:19,Menos De 18 Años,Femenino,Guatemala,,Estudiante,1 A 2 Veces Por Semana,Supermercado,Familia,Q101 - Q150,FutbolMix; Fan Chips Jalapeño,Jalapeño,Familiar,Q16 - Q20,Sí,No,Colombia,Tal vez,Portugal,Lamine Yamal; Jude Bellingham; Neymar Jr.,Una selección nacional,Descuento directo,Sí,Edición Argentina
720,2026-03-18,22:17:57,45 - 54 Años,Masculino,Jalapa,Cabecera municipal,Empleado Público,3 A 5 Veces Por Semana,Otro,Amigos,Q51 - Q100,Mundialitos Queso Picante,Barbacoa,Para compartir entre 2 personas,Q16 - Q20,No,Sí,España,Probablemente sí,Francia,Neymar Jr.; Lionel Messi; Harry Kane,Premios y sorteos,Sorteo de balones,Sí,Edición con tarjetas coleccionables
721,2026-05-01,14:36:42,45 - 54 Años,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Comerciante,Varias Veces Al Mes,Kiosco escolar/universitario,Familia,Menos de Q25,Mundialitos Queso Picante; CrunchMax BBQ,Barbacoa,Familiar,Q16 - Q20,No,Sí,Brasil,Tal vez,Argentina,Cristiano Ronaldo; Rodri,Humor,2x1,Sí,Edición España
722,2026-04-13,20:37:56,18 - 24 Años,Femenino,Guatemala,Santa Catarina Pinula,Estudiante,1 A 2 Veces Por Semana,Tienda de barrio,Amigos,Menos de Q25,FutbolMix; ChocoKick Bites; Gol Nachos Supreme,Caramelo,Para compartir entre 2 personas,Q21 - Q30,Sí,Sí,Brasil,Definitivamente sí,España,Cristiano Ronaldo,Humor,Descuento directo,No,Edición Mundial FIFA 2026
723,2026-02-15,17:22:22,45 - 54 Años,Femenino,Sacatepéquez,Sumpango,Comerciante,Varias Veces Al Mes,Tienda de barrio,Familia,Q101 - Q150,Mundialitos Queso Picante; FutbolMix,Picante Chapín,Para compartir entre 2 personas,Q10 - Q15,Sí,Sí,Brasil,Probablemente no,Brasil,Alphonso Davies; Lionel Messi; Kylian Mbappé,Una selección nacional,Producto gratis,Sí,Edición con tarjetas coleccionables
724,2026-04-04,21:22:10,Menos De 18 Años,Masculino,Guatemala,Villa Nueva,Empleado Privado,3 A 5 Veces Por Semana,Supermercado,Familia,Q25 - Q50,Mundialitos Queso Picante; Hot Stadium Peanuts; FutbolMix,Chocolate,Tamaño fiesta o reunión,Q21 - Q30,Sí,Sí,Argentina,Probablemente sí,México,Lionel Messi; Lamine Yamal; Cristiano Ronaldo,Un jugador famoso,Producto gratis,No,Edición con tarjetas coleccionables
